candidate_id,mhz,k,badness,quality_score,uncertainty,p99_var,peak_loc_spread_px,pred_p99_mean,selected_reason
864,200.0,4,162.32598130594621,-162.32598130594621,162.32598130594621,120.9047038965975,41.42127740934872,13.901030421257019,worst_uncertainty_stratified_mhz
916,250.0,4,156.31493052683447,-156.31493052683447,156.31493052683447,117.7817557866764,38.53317474015807,19.07556637128194,worst_uncertainty_stratified_mhz
1526,250.0,4,154.5041353215729,-154.5041353215729,154.5041353215729,124.8033122877092,29.700823033863706,12.703144431114197,worst_uncertainty_stratified_mhz
897,250.0,4,151.7075600692117,-151.7075600692117,151.7075600692117,110.37086665739871,41.33669341181298,14.649176836013794,worst_uncertainty_stratified_mhz
1084,200.0,4,146.709219670925,-146.709219670925,146.709219670925,115.37189722982008,31.33732244110492,13.604426463445028,worst_uncertainty_stratified_mhz
850,250.0,4,146.18823498415188,-146.18823498415188,146.18823498415188,108.74346083459783,37.44477414955405,11.28586490948995,worst_uncertainty_stratified_mhz
968,250.0,4,136.06817205338274,-136.06817205338274,136.06817205338274,103.44192154520725,32.6262505081755,13.122875730196634,worst_uncertainty_stratified_mhz
955,150.0,4,135.86054884991103,-135.86054884991103,135.86054884991103,96.83705165484491,39.02349719506612,17.914430896441143,worst_uncertainty_stratified_mhz
870,90.0,4,129.60004468849843,-129.60004468849843,129.60004468849843,96.65859831938936,32.941446369109066,13.635290622711182,worst_uncertainty_stratified_mhz
1427,250.0,4,129.11414760112956,-129.11414760112956,129.11414760112956,87.69488208910538,41.41926551202418,12.863552530606588,worst_uncertainty_stratified_mhz
935,200.0,4,128.739627944593,-128.739627944593,128.739627944593,92.32076836149604,36.41885958309696,16.748658577601116,worst_uncertainty_stratified_mhz
1160,250.0,4,128.0459051707851,-128.0459051707851,128.0459051707851,85.31645916974789,42.72944600103722,12.52913741270701,worst_uncertainty_stratified_mhz
1067,250.0,4,127.94412887773318,-127.94412887773318,127.94412887773318,98.47851803692042,29.465610840812758,13.68729297320048,worst_uncertainty_stratified_mhz
1126,250.0,4,125.32914411912593,-125.32914411912593,125.32914411912593,86.5301607418374,38.79898337728852,14.369209289550781,worst_uncertainty_stratified_mhz
1147,200.0,4,121.98112950845876,-121.98112950845876,121.98112950845876,84.58163456237396,37.39949494608479,12.579363346099854,worst_uncertainty_stratified_mhz
1024,200.0,4,121.18035054863915,-121.18035054863915,121.18035054863915,79.84701721530583,41.33333333333333,12.635651032129923,worst_uncertainty_stratified_mhz
1133,250.0,4,120.85681835189138,-120.85681835189138,120.85681835189138,78.12574716891675,42.731071182974624,11.52762528260549,worst_uncertainty_stratified_mhz
1100,250.0,4,119.4560621966967,-119.4560621966967,119.4560621966967,81.91904343151269,37.53701876518402,16.543114105860393,worst_uncertainty_stratified_mhz
1180,200.0,4,119.24712556245004,-119.24712556245004,119.24712556245004,78.0426894474447,41.20443611500533,12.051996310551962,worst_uncertainty_stratified_mhz
1311,90.0,4,117.80926602307858,-117.80926602307858,117.80926602307858,94.70323025558075,23.10603576749783,15.6841721534729,worst_uncertainty_stratified_mhz
